,Rank,Country,Name,Publisher,Category,Rating,Price,Rating_count,Date
48,24,Estonia,Baldify - Go Bald,Apptly LLC,Entertainment,0.0,0.99,0,2024-12-31
49,25,Estonia,Календарь праздников,Buzzworthy Vibe Co.,Entertainment,0.0,2.99,0,2024-12-31
50,1,Estonia,SkyView®,Terminal Eleven LLC,Education,4.8,2.99,5,2024-12-30
51,2,Estonia,Учим буквы весело!,ARAMAIS AYRAPETYAN,Education,4.33,3.99,36,2024-12-30
52,3,Estonia,Learning Games for Kids puzzle,"KIN GO GAMES FOR KIDS AND TODDLERS, MChJ",Education,0.0,0.99,0,2024-12-30
53,4,Estonia,Syllogism,Hatzic Intellectual Software,Education,0.0,0.99,0,2024-12-30
54,5,Estonia,Labl • ET,Margus Holland,Education,3.17,2.99,6,2024-12-30
55,6,Estonia,Toca Hair Salon 3,Toca Boca AB,Education,4.0,5.99,2,2024-12-30
56,7,Estonia,AnkiMobile Flashcards,Ankitects Pty Ltd,Education,5.0,29.99,7,2024-12-30
57,8,Estonia,Star Walk 2: Stars in the Sky,Vito Technology Inc.,Education,4.83,2.99,36,2024-12-30
58,9,Estonia,Полиглот - Английский язык,Axidep LLC,Education,5.0,0.99,19,2024-12-30
59,10,Estonia,Pocket Universe - Astronomy,John Kennedy,Education,3.0,2.99,1,2024-12-30
60,11,Estonia,Toca Hair Salon 2,Toca Boca AB,Education,2.0,3.99,1,2024-12-30
61,12,Estonia,Полиглот 16 Английский язык,Dmitry Petrov Center LLC,Education,5.0,5.99,6,2024-12-30
62,13,Estonia,Architecture of Radio,Richard Vijgen,Education,3.0,2.99,1,2024-12-30
63,14,Estonia,Mata,Margus Holland,Education,5.0,2.99,2,2024-12-30
64,15,Estonia,Полиглот - Английские слова,Axidep LLC,Education,3.67,0.99,3,2024-12-30
65,16,Estonia,Pettson's Inventions,Filimundus AB,Education,5.0,2.99,2,2024-12-30
66,17,Estonia,Solar Walk: Space Simulator 3D,Vito Technology Inc.,Education,4.69,5.99,13,2024-12-30
67,18,Estonia,The Human Body by Tinybop,Tinybop Inc.,Education,1.0,3.99,1,2024-12-30
68,19,Estonia,Monkey Preschool Lunchbox,THUP Games,Education,5.0,1.99,1,2024-12-30
69,20,Estonia,CE5 Contact,Sirius Technology Advanced Research,Education,0.0,9.99,0,2024-12-30
70,21,Estonia,Полиглот 32 - Английский язык,Axidep LLC,Education,5.0,1.99,1,2024-12-30
71,22,Estonia,Полиглот 16 - Испанский язык. Полная версия.,Dmitry Petrov Center LLC,Education,4.0,2.99,1,2024-12-30
72,23,Estonia,BRIO World - Railway,Filimundus AB,Education,0.0,5.99,0,2024-12-30
73,24,Estonia,Little Fox Animal Doctor,Fox and Sheep GmbH,Education,4.38,4.99,24,2024-12-30
74,25,Estonia,Words Lesson,Alexander Kondrashov,Education,5.0,2.99,2,2024-12-30
75,1,Estonia,AnkiMobile Flashcards,Ankitects Pty Ltd,Education,5.0,29.99,7,2024-12-31
76,2,Estonia,SkyView®,Terminal Eleven LLC,Education,4.8,2.99,5,2024-12-31
77,3,Estonia,Учим буквы весело!,ARAMAIS AYRAPETYAN,Education,4.33,3.99,36,2024-12-31
78,4,Estonia,Learning Games for Kids puzzle,"KIN GO GAMES FOR KIDS AND TODDLERS, MChJ",Education,0.0,0.99,0,2024-12-31
79,5,Estonia,Syllogism,Hatzic Intellectual Software,Education,0.0,0.99,0,2024-12-31
80,6,Estonia,Labl • ET,Margus Holland,Education,3.17,2.99,6,2024-12-31
81,7,Estonia,Toca Hair Salon 3,Toca Boca AB,Education,4.0,5.99,2,2024-12-31
82,8,Estonia,Star Walk 2: Stars in the Sky,Vito Technology Inc.,Education,4.83,2.99,36,2024-12-31
83,9,Estonia,Полиглот - Английский язык,Axidep LLC,Education,5.0,0.99,19,2024-12-31
84,10,Estonia,Pocket Universe - Astronomy,John Kennedy,Education,3.0,2.99,1,2024-12-31
85,11,Estonia,Toca Hair Salon 2,Toca Boca AB,Education,2.0,3.99,1,2024-12-31
86,12,Estonia,Полиглот 16 Английский язык,Dmitry Petrov Center LLC,Education,5.0,5.99,6,2024-12-31
87,13,Estonia,Architecture of Radio,Richard Vijgen,Education,3.0,2.99,1,2024-12-31
88,14,Estonia,Mata,Margus Holland,Education,5.0,2.99,2,2024-12-31
89,15,Estonia,Полиглот - Английские слова,Axidep LLC,Education,3.67,0.99,3,2024-12-31
90,16,Estonia,Pettson's Inventions,Filimundus AB,Education,5.0,2.99,2,2024-12-31
91,17,Estonia,Solar Walk: Space Simulator 3D,Vito Technology Inc.,Education,4.69,5.99,13,2024-12-31
92,18,Estonia,The Human Body by Tinybop,Tinybop Inc.,Education,1.0,3.99,1,2024-12-31
93,19,Estonia,Monkey Preschool Lunchbox,THUP Games,Education,5.0,1.99,1,2024-12-31
94,20,Estonia,Полиглот 32 - Английский язык,Axidep LLC,Education,5.0,1.99,1,2024-12-31
95,21,Estonia,CE5 Contact,Sirius Technology Advanced Research,Education,0.0,9.99,0,2024-12-31
96,22,Estonia,Полиглот 16 - Испанский язык. Полная версия.,Dmitry Petrov Center LLC,Education,4.0,2.99,1,2024-12-31
97,23,Estonia,BRIO World - Railway,Filimundus AB,Education,0.0,5.99,0,2024-12-31
98,24,Estonia,Little Fox Animal Doctor,Fox and Sheep GmbH,Education,4.38,4.99,24,2024-12-31
99,25,Estonia,Words Lesson,Alexander Kondrashov,Education,5.0,2.99,2,2024-12-31
100,1,Latvia,Universe Splitter,Aerfish LLC,Entertainment,5.0,1.99,3,2024-12-30
101,2,Latvia,iComics,XD Digital Pty Ltd,Entertainment,4.2,0.99,5,2024-12-30
102,3,Latvia,iSTB,Nihal Ahmed,Entertainment,0.0,17.99,0,2024-12-30
103,4,Latvia,Countdown App,Ryan Boyling,Entertainment,2.83,0.99,99,2024-12-30
104,5,Latvia,AVPlayer,EPLAYWORKS,Entertainment,5.0,2.99,1,2024-12-30
105,6,Latvia,Pocket God,Bolt Creative,Entertainment,5.0,0.99,1,2024-12-30
106,7,Latvia,Akinator VIP,Elokence,Entertainment,4.0,3.99,3,2024-12-30
107,8,Latvia,VLC Streamer Pro,Hobbyist Software Limited,Entertainment,5.0,8.99,6,2024-12-30
108,9,Latvia,VLC Remote Pro!,Hobbyist Software Limited,Entertainment,4.33,22.99,6,2024-12-30
109,10,Latvia,GoodPlayer,"Wuhan TrustComputing IT Co., Ltd.",Entertainment,1.0,2.99,1,2024-12-30
110,11,Latvia,OPlayer - video player,"Suzhou Totoro Network Technology Co., Ltd.",Entertainment,4.75,2.99,8,2024-12-30
111,12,Latvia,Let's create! Pottery HD,Infinite Dreams Inc.,Entertainment,5.0,5.99,4,2024-12-30
112,13,Latvia,Little Kitten My Pet Kitty Cat,Squeakosaurus ug & co. kg,Entertainment,4.91,6.99,11,2024-12-30
113,14,Latvia,Toca Hair Salon Me,Toca Boca AB,Entertainment,2.0,5.99,1,2024-12-30
114,15,Latvia,Oldify - Old Face App,Apptly LLC,Entertainment,3.4,0.99,5,2024-12-30
115,16,Latvia,1500 Ringtones Unlimited - Download the best iPhone Ringtones,Mobgen Apps Inc,Entertainment,2.67,0.99,6,2024-12-30
116,17,Latvia,737 Flight Simulator,Justyna Zablocka,Entertainment,5.0,1.99,1,2024-12-30
117,18,Latvia,Youtify + for Spotify Premium,"KISSAPP, S.L.",Entertainment,4.0,1.99,5,2024-12-30
118,19,Latvia,Календарь праздников,Buzzworthy Vibe Co.,Entertainment,5.0,2.99,5,2024-12-30
119,20,Latvia,Little Kitten Adventure Games,Squeakosaurus ug & co. kg,Entertainment,5.0,6.99,2,2024-12-30
120,21,Latvia,Baldify - Go Bald,Apptly LLC,Entertainment,0.0,0.99,0,2024-12-30
121,22,Latvia,Fish Fingers! 3D Interactive Aquarium,Useless Creations Pty Ltd,Entertainment,5.0,0.99,1,2024-12-30
122,23,Latvia,Бомба - игры для компании,"Lunapp, TOO",Entertainment,5.0,0.99,1,2024-12-30
123,24,Latvia,Blower,Qneo,Entertainment,5.0,1.99,1,2024-12-30
124,25,Latvia,Tesla Toy,PDJ Apps,Entertainment,5.0,1.99,2,2024-12-30
125,1,Latvia,Nighty Night!,Fox and Sheep GmbH,Entertainment,5.0,4.99,2,2024-12-31
126,2,Latvia,New Year Countdown Animated,Cristian Loloiu,Entertainment,0.0,1.99,0,2024-12-31
127,3,Latvia,Universe Splitter,Aerfish LLC,Entertainment,5.0,1.99,3,2024-12-31
128,4,Latvia,iComics,XD Digital Pty Ltd,Entertainment,4.2,0.99,5,2024-12-31
129,5,Latvia,iSTB,Nihal Ahmed,Entertainment,0.0,17.99,0,2024-12-31
130,6,Latvia,AVPlayer,EPLAYWORKS,Entertainment,5.0,2.99,1,2024-12-31
131,7,Latvia,Pocket God,Bolt Creative,Entertainment,5.0,0.99,1,2024-12-31
132,8,Latvia,Akinator VIP,Elokence,Entertainment,4.0,3.99,3,2024-12-31
133,9,Latvia,VLC Streamer Pro,Hobbyist Software Limited,Entertainment,5.0,8.99,6,2024-12-31
134,10,Latvia,VLC Remote Pro!,Hobbyist Software Limited,Entertainment,4.33,22.99,6,2024-12-31
135,11,Latvia,GoodPlayer,"Wuhan TrustComputing IT Co., Ltd.",Entertainment,1.0,2.99,1,2024-12-31
136,12,Latvia,OPlayer - video player,"Suzhou Totoro Network Technology Co., Ltd.",Entertainment,4.75,2.99,8,2024-12-31
137,13,Latvia,Let's create! Pottery HD,Infinite Dreams Inc.,Entertainment,5.0,5.99,4,2024-12-31
138,14,Latvia,Little Kitten My Pet Kitty Cat,Squeakosaurus ug & co. kg,Entertainment,4.91,6.99,11,2024-12-31
139,15,Latvia,Toca Hair Salon Me,Toca Boca AB,Entertainment,2.0,5.99,1,2024-12-31
140,16,Latvia,Oldify - Old Face App,Apptly LLC,Entertainment,3.4,0.99,5,2024-12-31
141,17,Latvia,1500 Ringtones Unlimited - Download the best iPhone Ringtones,Mobgen Apps Inc,Entertainment,2.67,0.99,6,2024-12-31
142,18,Latvia,737 Flight Simulator,Justyna Zablocka,Entertainment,5.0,1.99,1,2024-12-31
143,19,Latvia,Youtify + for Spotify Premium,"KISSAPP, S.L.",Entertainment,4.0,1.99,5,2024-12-31
144,20,Latvia,Календарь праздников,Buzzworthy Vibe Co.,Entertainment,5.0,2.99,5,2024-12-31
145,21,Latvia,Little Kitten Adventure Games,Squeakosaurus ug & co. kg,Entertainment,5.0,6.99,2,2024-12-31
146,22,Latvia,Countdown App,Ryan Boyling,Entertainment,2.83,0.99,99,2024-12-31
147,23,Latvia,Baldify - Go Bald,Apptly LLC,Entertainment,0.0,0.99,0,2024-12-31
148,24,Latvia,Fish Fingers! 3D Interactive Aquarium,Useless Creations Pty Ltd,Entertainment,5.0,0.99,1,2024-12-31
149,25,Latvia,Бомба - игры для компании,"Lunapp, TOO",Entertainment,5.0,0.99,1,2024-12-31
150,1,Latvia,SETS 6000. cMate,Maxim Lukyanenko,Education,4.0,6.99,4,2024-12-30
151,2,Latvia,CITB Op/Spec HS&E test,CITB,Education,5.0,7.99,1,2024-12-30
152,3,Latvia,IMO Signs,Sergejs Zeigurs,Education,5.0,2.99,1,2024-12-30
153,4,Latvia,PANTHEON - Official,D'Uva Workshop s.r.l.,Education,0.0,1.99,0,2024-12-30
154,5,Latvia,Учим буквы весело!,ARAMAIS AYRAPETYAN,Education,4.46,3.99,56,2024-12-30
155,6,Latvia,Dinosaur Chess: Learn to Play!,Universis Technology,Education,0.0,5.99,0,2024-12-30
156,7,Latvia,Learn Albanian - EuroTalk,EuroTalk,Education,0.0,8.99,0,2024-12-30
157,8,Latvia,SkyView®,Terminal Eleven LLC,Education,5.0,2.99,6,2024-12-30
158,9,Latvia,Полиглот - Английский язык,Axidep LLC,Education,4.88,0.99,32,2024-12-30
159,10,Latvia,Английский язык с MyEnglish: слова и грамматика,CoverDevTeam,Education,4.0,1.99,4,2024-12-30
160,11,Latvia,Star Walk 2: Stars in the Sky,Vito Technology Inc.,Education,4.91,2.99,54,2024-12-30
161,12,Latvia,Полиглот 16 Английский язык,Dmitry Petrov Center LLC,Education,4.83,5.99,18,2024-12-30
162,13,Latvia,Toca Hair Salon 3,Toca Boca AB,Education,5.0,5.99,1,2024-12-30
163,14,Latvia,AnkiMobile Flashcards,Ankitects Pty Ltd,Education,5.0,29.99,1,2024-12-30
164,15,Latvia,Latvian Verbs,DekSoft,Education,3.5,1.99,6,2024-12-30
165,16,Latvia,Toca Hair Salon 2,Toca Boca AB,Education,5.0,3.99,5,2024-12-30
166,17,Latvia,Полиглот - Английские слова,Axidep LLC,Education,0.0,0.99,0,2024-12-30
167,18,Latvia,Solar Walk: Space Simulator 3D,Vito Technology Inc.,Education,4.95,5.99,19,2024-12-30
168,19,Latvia,The Human Body by Tinybop,Tinybop Inc.,Education,3.5,3.99,2,2024-12-30
169,20,Latvia,Умный Малыш: обучение детей в картинках,Academtech LLC,Education,3.0,1.99,1,2024-12-30
170,21,Latvia,Полиглот 16 - Испанский язык. Полная версия.,Dmitry Petrov Center LLC,Education,4.33,2.99,3,2024-12-30
171,22,Latvia,Полиглот 32 - Английский язык,Axidep LLC,Education,5.0,1.99,2,2024-12-30
172,23,Latvia,Latvian Nouns,DekSoft,Education,3.5,1.99,8,2024-12-30
173,24,Latvia,Little Fox Animal Doctor,Fox and Sheep GmbH,Education,4.88,4.99,16,2024-12-30
174,25,Latvia,Architecture of Radio,Richard Vijgen,Education,0.0,2.99,0,2024-12-30
175,1,Latvia,SETS 6000. cMate,Maxim Lukyanenko,Education,4.0,6.99,4,2024-12-31
176,2,Latvia,Little Builders,Fox and Sheep GmbH,Education,5.0,4.99,3,2024-12-31
177,3,Latvia,Little Fox Nursery Rhymes,Fox and Sheep GmbH,Education,5.0,4.99,1,2024-12-31
178,4,Latvia,CITB Op/Spec HS&E test,CITB,Education,5.0,7.99,1,2024-12-31
179,5,Latvia,IMO Signs,Sergejs Zeigurs,Education,5.0,2.99,1,2024-12-31
180,6,Latvia,PANTHEON - Official,D'Uva Workshop s.r.l.,Education,0.0,1.99,0,2024-12-31
181,7,Latvia,Учим буквы весело!,ARAMAIS AYRAPETYAN,Education,4.46,3.99,56,2024-12-31
182,8,Latvia,Dinosaur Chess: Learn to Play!,Universis Technology,Education,0.0,5.99,0,2024-12-31
183,9,Latvia,SkyView®,Terminal Eleven LLC,Education,5.0,2.99,6,2024-12-31
184,10,Latvia,Полиглот - Английский язык,Axidep LLC,Education,4.88,0.99,32,2024-12-31
185,11,Latvia,Английский язык с MyEnglish: слова и грамматика,CoverDevTeam,Education,4.0,1.99,4,2024-12-31
186,12,Latvia,Star Walk 2: Stars in the Sky,Vito Technology Inc.,Education,4.91,2.99,54,2024-12-31
187,13,Latvia,Полиглот 16 Английский язык,Dmitry Petrov Center LLC,Education,4.83,5.99,18,2024-12-31
188,14,Latvia,Toca Hair Salon 3,Toca Boca AB,Education,5.0,5.99,1,2024-12-31
189,15,Latvia,AnkiMobile Flashcards,Ankitects Pty Ltd,Education,5.0,29.99,1,2024-12-31
190,16,Latvia,Latvian Verbs,DekSoft,Education,3.5,1.99,6,2024-12-31
191,17,Latvia,Toca Hair Salon 2,Toca Boca AB,Education,5.0,3.99,5,2024-12-31
192,18,Latvia,Полиглот - Английские слова,Axidep LLC,Education,0.0,0.99,0,2024-12-31
193,19,Latvia,Solar Walk: Space Simulator 3D,Vito Technology Inc.,Education,4.95,5.99,19,2024-12-31
194,20,Latvia,The Human Body by Tinybop,Tinybop Inc.,Education,3.5,3.99,2,2024-12-31
195,21,Latvia,Умный Малыш: обучение детей в картинках,Academtech LLC,Education,3.0,1.99,1,2024-12-31
196,22,Latvia,Полиглот 16 - Испанский язык. Полная версия.,Dmitry Petrov Center LLC,Education,4.33,2.99,3,2024-12-31
197,23,Latvia,Полиглот 32 - Английский язык,Axidep LLC,Education,5.0,1.99,2,2024-12-31
198,24,Latvia,Latvian Nouns,DekSoft,Education,3.5,1.99,8,2024-12-31
199,25,Latvia,Little Fox Animal Doctor,Fox and Sheep GmbH,Education,4.88,4.99,16,2024-12-31
200,1,Nicaragua,LaCuerda [PRO],NARROI WEBS SC,Entertainment,5.0,2.99,1,2024-12-30
201,2,Nicaragua,Pocket God,Bolt Creative,Entertainment,5.0,0.99,1,2024-12-30
202,3,Nicaragua,Akinator VIP,Elokence,Entertainment,3.5,3.99,2,2024-12-30
203,4,Nicaragua,1500 Tonos Unlimited - Best iPhone Ringtones,Mobgen Apps Inc,Entertainment,4.0,0.99,1,2024-12-30
204,5,Nicaragua,Youtify + for Spotify Premium,"KISSAPP, S.L.",Entertainment,4.5,1.99,4,2024-12-30
205,6,Nicaragua,737 Flight Simulator,Justyna Zablocka,Entertainment,5.0,1.99,1,2024-12-30
206,7,Nicaragua,Alien10,Saddiq Rahim,Entertainment,0.0,1.99,0,2024-12-30
207,8,Nicaragua,Tonos de alerta personalizados,Mobgen Apps Inc,Entertainment,0.0,0.99,0,2024-12-30
208,9,Nicaragua,OPlayer - video player,"Suzhou Totoro Network Technology Co., Ltd.",Entertainment,0.0,2.99,0,2024-12-30
209,10,Nicaragua,"ToneCreator Pro - Create text tones, ringtones, and alert tones!",Mobgen Apps Inc,Entertainment,0.0,1.99,0,2024-12-30
210,11,Nicaragua,Fish Fingers! 3D Interactive Aquarium,Useless Creations Pty Ltd,Entertainment,5.0,0.99,1,2024-12-30
211,12,Nicaragua,GSE SMART IPTV PRO,droidvision,Entertainment,0.0,2.99,0,2024-12-30
212,13,Nicaragua,Emoji Keyboard PRO,"KISSAPP, S.L.",Entertainment,0.0,2.99,0,2024-12-30
213,14,Nicaragua,Oldify - Old Face App,Apptly LLC,Entertainment,0.0,0.99,0,2024-12-30
214,15,Nicaragua,AVPlayer,EPLAYWORKS,Entertainment,5.0,2.99,1,2024-12-30
215,16,Nicaragua,Transforma WhatsApp,Jan-Niklas FREUNDT,Entertainment,0.0,0.99,0,2024-12-30
216,17,Nicaragua,Baldify - Go Bald,Apptly LLC,Entertainment,0.0,0.99,0,2024-12-30
217,18,Nicaragua,Buenas noches!,Fox and Sheep GmbH,Entertainment,5.0,3.99,1,2024-12-30
218,19,Nicaragua,Let's create! Pottery HD,Infinite Dreams Inc.,Entertainment,0.0,4.99,0,2024-12-30
219,20,Nicaragua,iDoser Premium,I-Doser.com,Entertainment,0.0,4.99,0,2024-12-30
220,21,Nicaragua,Toca Hair Salon Me,Toca Boca AB,Entertainment,5.0,4.99,1,2024-12-30
221,22,Nicaragua,iFart - Fart Sounds App,"InfoMedia, Inc.",Entertainment,5.0,1.99,1,2024-12-30
222,23,Nicaragua,My Gato Ginger- Talking Kitty,Squeakosaurus ug & co. kg,Entertainment,4.0,5.99,1,2024-12-30
223,24,Nicaragua,Banner,Masayuki Akamatsu,Entertainment,0.0,0.99,0,2024-12-30
224,25,Nicaragua,La Hora De Tu Muerte,Ryan Boyling,Entertainment,3.39,0.99,18,2024-12-30
225,1,Nicaragua,LaCuerda [PRO],NARROI WEBS SC,Entertainment,5.0,2.99,1,2024-12-31
226,2,Nicaragua,Pocket God,Bolt Creative,Entertainment,5.0,0.99,1,2024-12-31
227,3,Nicaragua,Akinator VIP,Elokence,Entertainment,3.5,3.99,2,2024-12-31
228,4,Nicaragua,1500 Tonos Unlimited - Best iPhone Ringtones,Mobgen Apps Inc,Entertainment,4.0,0.99,1,2024-12-31
229,5,Nicaragua,Youtify + for Spotify Premium,"KISSAPP, S.L.",Entertainment,4.5,1.99,4,2024-12-31
230,6,Nicaragua,737 Flight Simulator,Justyna Zablocka,Entertainment,5.0,1.99,1,2024-12-31
231,7,Nicaragua,Alien10,Saddiq Rahim,Entertainment,0.0,1.99,0,2024-12-31
232,8,Nicaragua,Tonos de alerta personalizados,Mobgen Apps Inc,Entertainment,0.0,0.99,0,2024-12-31
233,9,Nicaragua,OPlayer - video player,"Suzhou Totoro Network Technology Co., Ltd.",Entertainment,0.0,2.99,0,2024-12-31
234,10,Nicaragua,"ToneCreator Pro - Create text tones, ringtones, and alert tones!",Mobgen Apps Inc,Entertainment,0.0,1.99,0,2024-12-31
235,11,Nicaragua,Fish Fingers! 3D Interactive Aquarium,Useless Creations Pty Ltd,Entertainment,5.0,0.99,1,2024-12-31
236,12,Nicaragua,GSE SMART IPTV PRO,droidvision,Entertainment,0.0,2.99,0,2024-12-31
237,13,Nicaragua,Emoji Keyboard PRO,"KISSAPP, S.L.",Entertainment,0.0,2.99,0,2024-12-31
238,14,Nicaragua,Oldify - Old Face App,Apptly LLC,Entertainment,0.0,0.99,0,2024-12-31
239,15,Nicaragua,AVPlayer,EPLAYWORKS,Entertainment,5.0,2.99,1,2024-12-31
240,16,Nicaragua,Transforma WhatsApp,Jan-Niklas FREUNDT,Entertainment,0.0,0.99,0,2024-12-31
241,17,Nicaragua,Baldify - Go Bald,Apptly LLC,Entertainment,0.0,0.99,0,2024-12-31
242,18,Nicaragua,Buenas noches!,Fox and Sheep GmbH,Entertainment,5.0,3.99,1,2024-12-31
243,19,Nicaragua,Let's create! Pottery HD,Infinite Dreams Inc.,Entertainment,0.0,4.99,0,2024-12-31
244,20,Nicaragua,iDoser Premium,I-Doser.com,Entertainment,0.0,4.99,0,2024-12-31
245,21,Nicaragua,Toca Hair Salon Me,Toca Boca AB,Entertainment,5.0,4.99,1,2024-12-31
246,22,Nicaragua,iFart - Fart Sounds App,"InfoMedia, Inc.",Entertainment,5.0,1.99,1,2024-12-31
247,23,Nicaragua,My Gato Ginger- Talking Kitty,Squeakosaurus ug & co. kg,Entertainment,4.0,5.99,1,2024-12-31
248,24,Nicaragua,Banner,Masayuki Akamatsu,Entertainment,0.0,0.99,0,2024-12-31
249,25,Nicaragua,La Hora De Tu Muerte,Ryan Boyling,Entertainment,3.39,0.99,18,2024-12-31
250,1,Nicaragua,Toca Hair Salon 2,Toca Boca AB,Education,4.89,3.99,9,2024-12-30
251,2,Nicaragua,SkyView®,Terminal Eleven LLC,Education,5.0,2.99,1,2024-12-30
252,3,Nicaragua,La Lonchera Preescolar De Milo,THUP Games,Education,0.0,1.99,0,2024-12-30
253,4,Nicaragua,Star Walk 2 - Star Gazer Guide,Vito Technology Inc.,Education,5.0,2.99,15,2024-12-30
254,5,Nicaragua,AnkiMobile Flashcards,Ankitects Pty Ltd,Education,0.0,24.99,0,2024-12-30
255,6,Nicaragua,Simulaciones PhET,University of Colorado Boulder,Education,0.0,0.99,0,2024-12-30
256,7,Nicaragua,Toca Hair Salon 3,Toca Boca AB,Education,0.0,4.99,0,2024-12-30
