,Rank,Country,Name,Publisher,Category,Rating,Price,Rating_count,Date
76,2,India,SkyView®,Terminal Eleven LLC,Education,4.56,299.0,129,2024-12-31
77,3,India,Official DVSA Theory Test Kit,TSO (The Stationery Office),Education,4.76,499.0,45,2024-12-31
78,4,India,AnkiMobile Flashcards,Ankitects Pty Ltd,Education,3.98,2.0,125,2024-12-31
79,5,India,StarMap 3D+ Plus,Sanville Software,Education,4.81,299.0,32,2024-12-31
80,6,India,MMD Exams,Angad C,Education,4.69,599.0,108,2024-12-31
81,7,India,Kerala PSC Exam Guide,Adhabiya Ebrahim,Education,5.0,99.0,3,2024-12-31
82,8,India,Bhajan Mala,"Datta Yoga Center, USA",Education,4.91,399.0,44,2024-12-31
83,9,India,Sesame Street Alphabet Kitchen,Sesame Workshop (Apps),Education,5.0,349.0,1,2024-12-31
84,10,India,Holdings,Oliver Puetz,Education,1.0,299.0,1,2024-12-31
85,11,India,टाइनीबॉप द्वारा क्रिएचर गार्डन,Tinybop Inc.,Education,0.0,399.0,0,2024-12-31
86,12,India,Azure AI Fundamentals AI-900,DjamgaTech Corp,Education,0.0,99.0,0,2024-12-31
87,13,India,Assyst – testing and exams,Denis Butko,Education,4.63,99.0,51,2024-12-31
88,14,India,Bubl Draw,tinyworker UG,Education,5.0,299.0,2,2024-12-31
89,15,India,Official Car/Bike DTT 2024,Prometric,Education,5.0,1.0,2,2024-12-31
90,16,India,GRE Vocabulary Cartoons,Vince Kotchian Test Prep,Education,4.78,299.0,120,2024-12-31
91,17,India,PANTHEON - Official,D'Uva Workshop s.r.l.,Education,0.0,199.0,0,2024-12-31
92,18,India,Führerschein 2025 GOLD,theorie24 GmbH,Education,4.67,999.0,46,2024-12-31
93,19,India,Speed Distance Time Calculator,Danny Connell,Education,5.0,399.0,1,2024-12-31
94,20,India,ACS MyATLS,MyATLS,Education,0.0,999.0,0,2024-12-31
95,21,India,Me: A Kid's Diary by Tinybop,Tinybop Inc.,Education,5.0,399.0,1,2024-12-31
96,22,India,Official DVSA Learning to Drive Kit,TSO (The Stationery Office),Education,0.0,1.0,0,2024-12-31
97,23,India,ITIL® 4 Foundation Exam Prep,Zindiak Limited,Education,0.0,499.0,0,2024-12-31
98,24,India,Official Truck/Bus DTT 2024,Prometric,Education,0.0,1.0,0,2024-12-31
99,25,India,Dasam Granth Sahib,Arvinder Singh,Education,4.18,99.0,17,2024-12-31
100,1,Indonesia,Countdown App,Ryan Boyling,Entertainment,2.75,19.0,225,2024-12-30
101,2,Indonesia,Bing: Let's Play,Acamar Films,Entertainment,5.0,29.0,2,2024-12-30
102,3,Indonesia,Little Kitten App Bundle for Kids! (3 apps),Squeakosaurus ug & co. kg,Entertainment,3.8,229.0,5,2024-12-30
103,4,Indonesia,Myasian TV,Quynh Dau,Entertainment,0.0,29.0,0,2024-12-30
104,5,Indonesia,电子宠物机,活鹏 麦,Entertainment,5.0,29.0,2,2024-12-30
105,6,Indonesia,Universe Splitter,Aerfish LLC,Entertainment,0.0,29.0,0,2024-12-30
106,7,Indonesia,Weird Type,Zach Lieberman,Entertainment,5.0,19.0,26,2024-12-30
107,8,Indonesia,Little Kitten-Kids Pet Cat Sim,Squeakosaurus ug & co. kg,Entertainment,4.65,99.0,86,2024-12-30
108,9,Indonesia,Pocket God,Bolt Creative,Entertainment,4.08,19.0,13,2024-12-30
109,10,Indonesia,iComics,XD Digital Pty Ltd,Entertainment,4.58,19.0,24,2024-12-30
110,11,Indonesia,Magic Spider - My Pet Boris,Ian Pidgeon,Entertainment,5.0,49.0,2,2024-12-30
111,12,Indonesia,MEISAI - AR Filter,Takayuki WATANABE,Entertainment,4.0,29.0,4,2024-12-30
112,13,Indonesia,My Comic Books,Russell Shannon,Entertainment,0.0,19.0,0,2024-12-30
113,14,Indonesia,Little Kitten Adventure Games,Squeakosaurus ug & co. kg,Entertainment,4.61,99.0,18,2024-12-30
114,15,Indonesia,My PlayHome,PlayHome Software Ltd,Entertainment,4.45,69.0,11,2024-12-30
115,16,Indonesia,Digital Magic Trick,Mikael Montier,Entertainment,1.0,29.0,3,2024-12-30
116,17,Indonesia,RYUKIN,Masataka Hakozaki,Entertainment,0.0,69.0,0,2024-12-30
117,18,Indonesia,Akinator VIP,Elokence,Entertainment,4.92,69.0,12,2024-12-30
118,19,Indonesia,AVPlayer,EPLAYWORKS,Entertainment,4.3,49.0,10,2024-12-30
119,20,Indonesia,iDoser Premium,I-Doser.com,Entertainment,3.5,89.0,2,2024-12-30
120,21,Indonesia,Fish Fingers! 3D Interactive Aquarium,Useless Creations Pty Ltd,Entertainment,5.0,19.0,1,2024-12-30
121,22,Indonesia,Dapatkan 1500 Nada Dering Gratis - Best iPhone Ringtones,Mobgen Apps Inc,Entertainment,5.0,19.0,1,2024-12-30
122,23,Indonesia,Toca Hair Salon Me,Toca Boca AB,Entertainment,3.43,89.0,7,2024-12-30
123,24,Indonesia,OPlayer - video player,"Suzhou Totoro Network Technology Co., Ltd.",Entertainment,4.68,49.0,25,2024-12-30
124,25,Indonesia,GoodPlayer,"Wuhan TrustComputing IT Co., Ltd.",Entertainment,4.22,49.0,9,2024-12-30
125,1,Indonesia,VRPlayer Pro : 2D 3D 360°Video,LEE DONG WON,Entertainment,4.0,29.0,1,2024-12-31
126,2,Indonesia,Countdown App,Ryan Boyling,Entertainment,2.75,19.0,225,2024-12-31
127,3,Indonesia,Bing: Let's Play,Acamar Films,Entertainment,5.0,29.0,2,2024-12-31
128,4,Indonesia,Little Kitten App Bundle for Kids! (3 apps),Squeakosaurus ug & co. kg,Entertainment,3.8,229.0,5,2024-12-31
129,5,Indonesia,Myasian TV,Quynh Dau,Entertainment,0.0,29.0,0,2024-12-31
130,6,Indonesia,电子宠物机,活鹏 麦,Entertainment,5.0,29.0,2,2024-12-31
131,7,Indonesia,Universe Splitter,Aerfish LLC,Entertainment,0.0,29.0,0,2024-12-31
132,8,Indonesia,Weird Type,Zach Lieberman,Entertainment,5.0,19.0,26,2024-12-31
133,9,Indonesia,Little Kitten-Kids Pet Cat Sim,Squeakosaurus ug & co. kg,Entertainment,4.65,99.0,86,2024-12-31
134,10,Indonesia,Pocket God,Bolt Creative,Entertainment,4.08,19.0,13,2024-12-31
135,11,Indonesia,iComics,XD Digital Pty Ltd,Entertainment,4.58,19.0,24,2024-12-31
136,12,Indonesia,Magic Spider - My Pet Boris,Ian Pidgeon,Entertainment,5.0,49.0,2,2024-12-31
137,13,Indonesia,MEISAI - AR Filter,Takayuki WATANABE,Entertainment,4.0,29.0,4,2024-12-31
138,14,Indonesia,My Comic Books,Russell Shannon,Entertainment,0.0,19.0,0,2024-12-31
139,15,Indonesia,Akinator VIP,Elokence,Entertainment,4.92,69.0,12,2024-12-31
140,16,Indonesia,AVPlayer,EPLAYWORKS,Entertainment,4.3,49.0,10,2024-12-31
141,17,Indonesia,iDoser Premium,I-Doser.com,Entertainment,3.5,89.0,2,2024-12-31
142,18,Indonesia,Fish Fingers! 3D Interactive Aquarium,Useless Creations Pty Ltd,Entertainment,5.0,19.0,1,2024-12-31
143,19,Indonesia,Dapatkan 1500 Nada Dering Gratis - Best iPhone Ringtones,Mobgen Apps Inc,Entertainment,5.0,19.0,1,2024-12-31
144,20,Indonesia,Toca Hair Salon Me,Toca Boca AB,Entertainment,3.43,89.0,7,2024-12-31
145,21,Indonesia,OPlayer - video player,"Suzhou Totoro Network Technology Co., Ltd.",Entertainment,4.68,49.0,25,2024-12-31
146,22,Indonesia,GoodPlayer,"Wuhan TrustComputing IT Co., Ltd.",Entertainment,4.22,49.0,9,2024-12-31
147,23,Indonesia,Oldify - Old Face App,Apptly LLC,Entertainment,4.61,19.0,31,2024-12-31
148,24,Indonesia,Custom Alert Tones & Sounds,Mobgen Apps Inc,Entertainment,1.0,19.0,2,2024-12-31
149,25,Indonesia,Tema & Wallpaper keren,伟巍 杜,Entertainment,5.0,19.0,10,2024-12-31
150,1,Indonesia,Aksara Jawa,Lontar GmbH,Education,4.78,50.0,27,2024-12-30
151,2,Indonesia,Monkey Preschool Animals,THUP Games,Education,0.0,49.0,0,2024-12-30
152,3,Indonesia,Thinkrolls 1: Puzzles for Kids,AVOKIDDO,Education,4.36,99.0,25,2024-12-30
153,4,Indonesia,Thinkrolls 2: Puzzles For Kids,AVOKIDDO,Education,4.89,99.0,9,2024-12-30
154,5,Indonesia,Alphablocks: How to Write,Blue-Zoo,Education,0.0,69.0,0,2024-12-30
155,6,Indonesia,Math Brain Booster. School Edition,Kirill Dyakonov,Education,0.0,149.0,0,2024-12-30
156,7,Indonesia,Numberblocks: Hide and Seek,Blue-Zoo,Education,5.0,49.0,1,2024-12-30
157,8,Indonesia,Toca Hair Salon 2,Toca Boca AB,Education,4.25,69.0,12,2024-12-30
158,9,Indonesia,RakugakiAR,Whatever Co.,Education,4.66,19.0,41,2024-12-30
159,10,Indonesia,Elmo Calls,Sesame Workshop (Apps),Education,2.67,29.0,3,2024-12-30
160,11,Indonesia,Cookie Doodle,Shoe the Goose,Education,4.6,19.0,5,2024-12-30
161,12,Indonesia,Official DVSA Theory Test Kit,TSO (The Stationery Office),Education,0.0,89.0,0,2024-12-30
162,13,Indonesia,CalcSteam,peace software,Education,0.0,19.0,0,2024-12-30
163,14,Indonesia,Membaca Cepat IQ+,Dmitry Zaika,Education,0.0,29.0,0,2024-12-30
164,15,Indonesia,Guitar Scale Finder Tool,School of McRock Ltd,Education,5.0,129.0,1,2024-12-30
165,16,Indonesia,Kyoku Flashcards,David Cordero,Education,5.0,69.0,1,2024-12-30
166,17,Indonesia,GCSE English Quizzes,Gulsen CAKIR,Education,0.0,29.0,0,2024-12-30
167,18,Indonesia,ACS MyATLS,MyATLS,Education,1.0,169.0,2,2024-12-30
168,19,Indonesia,Aksara Bali,Lontar GmbH,Education,4.3,50.0,20,2024-12-30
169,20,Indonesia,PANTHEON - Official,D'Uva Workshop s.r.l.,Education,0.0,29.0,0,2024-12-30
170,21,Indonesia,المعاني عربي أندونيسي +,atef sharia,Education,4.33,29.0,6,2024-12-30
171,22,Indonesia,Seabook+,Ozgur GUNES,Education,0.0,119.0,0,2024-12-30
172,23,Indonesia,CNC Lathe Simulator,Ilya Obraztsov,Education,5.0,49.0,1,2024-12-30
173,24,Indonesia,1K62 Lathe Simulator,Ilya Obraztsov,Education,0.0,29.0,0,2024-12-30
174,25,Indonesia,Driving Theory Test 4 in 1 Kit,Driving Test Success Limited,Education,3.67,89.0,3,2024-12-30
175,1,Indonesia,AnkiMobile Flashcards,Ankitects Pty Ltd,Education,3.82,399.0,11,2024-12-31
176,2,Indonesia,SkyView®,Terminal Eleven LLC,Education,4.67,49.0,6,2024-12-31
177,3,Indonesia,StarMap 3D+ Plus,Sanville Software,Education,5.0,49.0,13,2024-12-31
178,4,Indonesia,Peekaboo Barn,"Night & Day Studios, Inc.",Education,4.0,29.0,1,2024-12-31
179,5,Indonesia,Fitoons,AVOKIDDO,Education,4.93,89.0,15,2024-12-31
180,6,Indonesia,Numberblocks Treasure Hunt,Blue-Zoo,Education,0.0,89.0,0,2024-12-31
181,7,Indonesia,Aksara Jawa,Lontar GmbH,Education,4.78,50.0,27,2024-12-31
182,8,Indonesia,Monkey Preschool Animals,THUP Games,Education,0.0,49.0,0,2024-12-31
183,9,Indonesia,Thinkrolls 1: Puzzles for Kids,AVOKIDDO,Education,4.36,99.0,25,2024-12-31
184,10,Indonesia,Thinkrolls 2: Puzzles For Kids,AVOKIDDO,Education,4.89,99.0,9,2024-12-31
185,11,Indonesia,Alphablocks: How to Write,Blue-Zoo,Education,0.0,69.0,0,2024-12-31
186,12,Indonesia,Math Brain Booster. School Edition,Kirill Dyakonov,Education,0.0,149.0,0,2024-12-31
187,13,Indonesia,Numberblocks: Hide and Seek,Blue-Zoo,Education,5.0,49.0,1,2024-12-31
188,14,Indonesia,Toca Hair Salon 2,Toca Boca AB,Education,4.25,69.0,12,2024-12-31
189,15,Indonesia,RakugakiAR,Whatever Co.,Education,4.66,19.0,41,2024-12-31
190,16,Indonesia,Elmo Calls,Sesame Workshop (Apps),Education,2.67,29.0,3,2024-12-31
191,17,Indonesia,Cookie Doodle,Shoe the Goose,Education,4.6,19.0,5,2024-12-31
192,18,Indonesia,Official DVSA Theory Test Kit,TSO (The Stationery Office),Education,0.0,89.0,0,2024-12-31
193,19,Indonesia,CalcSteam,peace software,Education,0.0,19.0,0,2024-12-31
194,20,Indonesia,Membaca Cepat IQ+,Dmitry Zaika,Education,0.0,29.0,0,2024-12-31
195,21,Indonesia,Guitar Scale Finder Tool,School of McRock Ltd,Education,5.0,129.0,1,2024-12-31
196,22,Indonesia,Kyoku Flashcards,David Cordero,Education,5.0,69.0,1,2024-12-31
197,23,Indonesia,GCSE English Quizzes,Gulsen CAKIR,Education,0.0,29.0,0,2024-12-31
198,24,Indonesia,ACS MyATLS,MyATLS,Education,1.0,169.0,2,2024-12-31
199,25,Indonesia,Aksara Bali,Lontar GmbH,Education,4.3,50.0,20,2024-12-31
200,1,Ireland,Countdown App,Ryan Boyling,Entertainment,2.63,0.99,244,2024-12-30
201,2,Ireland,My PlayHome,PlayHome Software Ltd,Entertainment,4.26,3.99,54,2024-12-30
202,3,Ireland,My PlayHome Stores,PlayHome Software Ltd,Entertainment,4.46,2.99,28,2024-12-30
203,4,Ireland,Universe Splitter,Aerfish LLC,Entertainment,5.0,1.99,6,2024-12-30
204,5,Ireland,Spirit Contact Talker ITC,Jose Martin,Entertainment,4.83,5.99,6,2024-12-30
205,6,Ireland,Taskmaster The App,Avalon Television,Entertainment,0.0,0.99,0,2024-12-30
206,7,Ireland,Nighty Night!,Fox and Sheep GmbH,Entertainment,4.0,4.99,4,2024-12-30
207,8,Ireland,GSE SMART IPTV PRO,droidvision,Entertainment,4.33,2.99,21,2024-12-30
208,9,Ireland,The Ultimate Buzzer Pro,Kevin Makens,Entertainment,4.13,0.99,8,2024-12-30
209,10,Ireland,Strange Planet Stickers,"KED, LLC",Entertainment,3.25,1.99,4,2024-12-30
210,11,Ireland,Toca Hair Salon Me,Toca Boca AB,Entertainment,3.86,5.99,7,2024-12-30
211,12,Ireland,Countdown Star (Ad-Free),Joseph Merrill,Entertainment,4.8,0.99,20,2024-12-30
212,13,Ireland,Fireplace ©,"KISSAPP, S.L.",Entertainment,0.0,0.99,0,2024-12-30
213,14,Ireland,Signal Spirit Communication,chris rogers,Entertainment,0.0,9.99,0,2024-12-30
214,15,Ireland,Christmas Snowfall HD,Edgeway Software,Entertainment,0.0,2.99,0,2024-12-30
215,16,Ireland,Peggy Cat - A Virtual Pet,活鹏 麦,Entertainment,0.0,1.99,0,2024-12-30
216,17,Ireland,TV Launcher - Live UK Channels,Adam Foot,Entertainment,2.78,6.99,9,2024-12-30
217,18,Ireland,My PlayHome School,PlayHome Software Ltd,Entertainment,4.13,2.99,15,2024-12-30
218,19,Ireland,Scroll 'n Roll Text Scrolling,Wendy Bernfeld,Entertainment,4.89,1.99,9,2024-12-30
219,20,Ireland,"The ""On Cinema"" Film Guide",Special Entertainment,Entertainment,0.0,0.99,0,2024-12-30
220,21,Ireland,Колесо Лета,Serhii Otinov,Entertainment,0.0,9.99,0,2024-12-30
221,22,Ireland,iSTB,Nihal Ahmed,Entertainment,5.0,17.99,17,2024-12-30
222,23,Ireland,Bell Ringer,MoonBeam Development,Entertainment,0.0,0.99,0,2024-12-30
223,24,Ireland,PewPewPew - Fingergun,承远 李,Entertainment,0.0,0.99,0,2024-12-30
224,25,Ireland,Pocket God,Bolt Creative,Entertainment,4.6,0.99,15,2024-12-30
225,1,Ireland,Countdown App,Ryan Boyling,Entertainment,2.63,0.99,244,2024-12-31
226,2,Ireland,Strange Planet Stickers,"KED, LLC",Entertainment,3.25,1.99,4,2024-12-31
227,3,Ireland,iFart - Fart Sounds App,"InfoMedia, Inc.",Entertainment,3.0,1.99,3,2024-12-31
228,4,Ireland,Little Kitten Adventure Games,Squeakosaurus ug & co. kg,Entertainment,4.14,6.99,7,2024-12-31
229,5,Ireland,Taskmaster The App,Avalon Television,Entertainment,0.0,0.99,0,2024-12-31
230,6,Ireland,My PlayHome,PlayHome Software Ltd,Entertainment,4.26,3.99,54,2024-12-31
231,7,Ireland,My PlayHome Stores,PlayHome Software Ltd,Entertainment,4.46,2.99,28,2024-12-31
232,8,Ireland,Universe Splitter,Aerfish LLC,Entertainment,5.0,1.99,6,2024-12-31
233,9,Ireland,Spirit Contact Talker ITC,Jose Martin,Entertainment,4.83,5.99,6,2024-12-31
234,10,Ireland,Nighty Night!,Fox and Sheep GmbH,Entertainment,4.0,4.99,4,2024-12-31
235,11,Ireland,Hey Duggee: The Exploring App,BBC Studios Distribution Ltd.,Entertainment,4.33,2.99,3,2024-12-31
236,12,Ireland,GSE SMART IPTV PRO,droidvision,Entertainment,4.33,2.99,21,2024-12-31
237,13,Ireland,The Ultimate Buzzer Pro,Kevin Makens,Entertainment,4.13,0.99,8,2024-12-31
238,14,Ireland,Toca Hair Salon Me,Toca Boca AB,Entertainment,3.86,5.99,7,2024-12-31
239,15,Ireland,Countdown Star (Ad-Free),Joseph Merrill,Entertainment,4.8,0.99,20,2024-12-31
240,16,Ireland,Fireplace ©,"KISSAPP, S.L.",Entertainment,0.0,0.99,0,2024-12-31
241,17,Ireland,Signal Spirit Communication,chris rogers,Entertainment,0.0,9.99,0,2024-12-31
242,18,Ireland,Christmas Snowfall HD,Edgeway Software,Entertainment,0.0,2.99,0,2024-12-31
243,19,Ireland,Peggy Cat - A Virtual Pet,活鹏 麦,Entertainment,0.0,1.99,0,2024-12-31
244,20,Ireland,TV Launcher - Live UK Channels,Adam Foot,Entertainment,2.78,6.99,9,2024-12-31
245,21,Ireland,My PlayHome School,PlayHome Software Ltd,Entertainment,4.13,2.99,15,2024-12-31
246,22,Ireland,Scroll 'n Roll Text Scrolling,Wendy Bernfeld,Entertainment,4.89,1.99,9,2024-12-31
247,23,Ireland,"The ""On Cinema"" Film Guide",Special Entertainment,Entertainment,0.0,0.99,0,2024-12-31
248,24,Ireland,Колесо Лета,Serhii Otinov,Entertainment,0.0,9.99,0,2024-12-31
249,25,Ireland,Pocket God,Bolt Creative,Entertainment,4.6,0.99,15,2024-12-31
250,1,Ireland,Official Car/Bike DTT 2024,Prometric,Education,4.01,16.99,285,2024-12-30
251,2,Ireland,iTheory Driver Theory Test IE,Autotheorie24 e.k.,Education,4.53,7.99,143,2024-12-30
252,3,Ireland,Official Truck/Bus DTT 2024,Prometric,Education,3.69,16.99,13,2024-12-30
253,4,Ireland,AnkiMobile Flashcards,Ankitects Pty Ltd,Education,4.71,29.99,21,2024-12-30
254,5,Ireland,Driving Theory Test 4 in 1 Kit,Driving Test Success Limited,Education,4.74,5.99,81,2024-12-30
255,6,Ireland,Pocket Universe - Astronomy,John Kennedy,Education,4.17,2.99,18,2024-12-30
256,7,Ireland,Official DVSA Theory Test Kit,TSO (The Stationery Office),Education,5.0,5.99,5,2024-12-30
257,8,Ireland,Leaving Cert Chemistry 2022,Peter Gaffney,Education,4.0,5.99,1,2024-12-30
258,9,Ireland,DVSA Hazard Perception,TSO (The Stationery Office),Education,0.0,2.99,0,2024-12-30
259,10,Ireland,Marble Math Junior,Artgig Studio,Education,4.63,3.99,16,2024-12-30
260,11,Ireland,"Official DVSA Theory Test Kit, Highway Code and DfT Know Your Traffic Signs Bundle",TSO (The Stationery Office),Education,0.0,9.99,0,2024-12-30
261,12,Ireland,Concise ISL,Kevin Doherty,Education,4.73,1.99,33,2024-12-30
262,13,Ireland,Guess Who? Meet the Crew,PlayDate Digital,Education,0.0,2.99,0,2024-12-30
263,14,Ireland,ABRSM Music Theory Trainer,The Associated Board of the Royal Schools of Music (Publishing) Limited,Education,4.0,5.99,4,2024-12-30
264,15,Ireland,ACS MyATLS,MyATLS,Education,0.0,9.99,0,2024-12-30
265,16,Ireland,PANTHEON - Official,D'Uva Workshop s.r.l.,Education,0.0,1.99,0,2024-12-30
266,17,Ireland,Star Walk 2: Stars in the Sky,Vito Technology Inc.,Education,4.76,2.99,282,2024-12-30
267,18,Ireland,Hit the Button Maths,Topmarks Online Ltd,Education,4.35,3.99,17,2024-12-30
268,19,Ireland,StaffWars,"TMI Media, LLC",Education,5.0,1.99,2,2024-12-30
